,student_id,name,class,study,gpa,is_greek,is_on_campus,distance_to_campus,is_female,is_sprinklered,claim_id,amount,risk_tier,holdout
33306,8313,"Myers, Alejandro",5,Business,1.778856462,0,0,0.0,1.0,1,0,0.0,3,0
33310,8314,"Thompson, Shyanne",4,Business,1.367928538,0,0,0.0,0.0,1,0,0.0,3,0
33314,8315,"Cabral, Orin",2,Science,1.446836865,0,1,0.665327983,0.0,1,0,0.0,1,0
33318,8316,"Harding, Halley",3,Humanities,2.086005918,0,1,1.44237749,0.0,1,0,0.0,2,0
33322,8317,"el-Shaheen, Rafeeqa",1,Science,2.613353984,0,1,0.877018416,1.0,0,0,0.0,1,0
33326,8318,"Navarro Galaviz, Nicole",4,Other,3.688911755,0,1,2.867632769,,1,0,0.0,3,0
33330,8319,"el-Kazi, Taaj",3,Science,3.082904336,0,0,0.0,0.0,0,0,0.0,2,0
33334,8320,"al-Abbasi, Jaasim",1,Humanities,2.831359282,1,0,0.0,0.0,1,0,0.0,1,0
33338,8321,"Kersey, Adrian",3,Other,3.106458366,0,0,0.0,0.0,1,0,0.0,2,0
33342,8322,"Yambao, Aren",4,Science,2.236515673,0,0,0.0,1.0,1,0,0.0,3,0
33346,8323,"Cave, Matthew",1,Other,1.622040108,1,0,0.0,0.0,1,0,0.0,1,0
33350,8324,"al-Zaki, Kawthar",4,Humanities,2.352663217,0,0,0.0,0.0,1,0,0.0,3,0
33354,8325,"Mcgowan, Marquis",1,Business,1.502481122,0,0,0.0,1.0,1,0,0.0,1,1
33358,8326,"Tremillo Campuzano, Yvonne",2,Business,3.213160001,0,0,0.0,0.0,1,0,0.0,1,0
33362,8327,"Jenkins, Mason",3,Humanities,3.34967423,0,0,0.0,1.0,1,0,0.0,2,0
33366,8328,"Zhao, Matthew",4,Science,2.133650246,1,0,0.0,0.0,0,0,0.0,3,0
33370,8329,"Gonzalez Lujan, Karla",1,Other,3.535327358,0,0,0.0,1.0,0,0,0.0,1,0
33374,8330,"Urbanski, Pauline",3,Business,1.957223252,0,0,0.0,1.0,0,0,0.0,2,0
33378,8331,"el-Aslam, Hamdoona",1,Humanities,2.065168544,1,0,0.0,0.0,0,0,0.0,1,0
33382,8332,"al-Yousif, Zakiyya",1,Other,2.861562239,0,1,2.104254907,1.0,1,0,0.0,1,0
33386,8333,"al-Javid, Kifaaya",1,Business,1.076288602,0,0,0.0,0.0,1,0,0.0,1,0
33390,8334,"Kremlacek, Alexander",4,Humanities,2.239539652,0,1,3.77579603,1.0,0,0,0.0,3,0
33394,8335,"Carrasco, Vanesa",4,Business,2.157253903,0,0,0.0,1.0,1,0,0.0,3,1
33398,8336,"Pough, Evan",2,Science,1.1906203,0,1,2.790378615,,1,0,0.0,1,0
33402,8337,"Walker, Samantha",1,Science,1.325575305,0,0,0.0,1.0,1,0,0.0,1,0
33406,8338,"Atoe, Kenneth",1,Other,3.323289024,0,0,0.0,0.0,1,0,0.0,1,0
33407,8339,"Carter, Destinee",1,Science,1.974880898,0,0,0.0,0.0,1,1522,360.6438868,1,0
33414,8340,"Patterson, David",5,Humanities,1.322622561,0,0,0.0,0.0,0,0,0.0,3,0
33418,8341,"al-Kabir, Abdul Lateef",2,Other,0.827567626,1,1,0.429810259,0.0,1,0,0.0,1,1
33422,8342,"Barthel, Anthony",1,Science,1.358548157,1,0,0.0,1.0,1,0,0.0,1,1
33426,8343,"Cruz, Elias",3,Other,2.35173963,0,0,0.0,1.0,0,0,0.0,2,0
33430,8344,"Tran, Jessica",2,Science,3.406460362,0,1,0.291233132,0.0,1,0,0.0,1,0
33434,8345,"Acosta, Leo",4,Business,1.570602978,0,0,0.0,1.0,0,0,0.0,3,0
33438,8346,"Suh, Kylin",5,Other,2.784796338,0,0,0.0,0.0,1,0,0.0,3,1
33442,8347,"Goodell, Marilu",4,Science,2.189929326,0,1,0.00019,1.0,0,0,0.0,3,0
33446,8348,"Mcconnell, Ayesha",4,Business,1.161452877,0,0,0.0,0.0,1,0,0.0,3,0
33450,8349,"Dolkar, Pharwit",2,Humanities,1.765668812,0,0,0.0,1.0,1,0,0.0,1,0
33454,8350,"al-Semaan, Nazeeha",3,Humanities,2.924493733,0,0,0.0,1.0,0,0,0.0,2,0
33458,8351,"Jimenez, Cassandra",3,Science,3.078017478,0,1,13.84588268,0.0,1,0,0.0,2,0
33462,8352,"Jacquez, Dane",3,Other,2.047118909,0,0,0.0,1.0,0,0,0.0,2,1
33466,8353,"Zou, Kristen",3,Business,2.309258186,0,0,0.0,1.0,1,0,0.0,2,0
33470,8354,"Outhouse, Jose",2,Business,1.331609459,0,0,0.0,1.0,1,0,0.0,1,0
33474,8355,"Strutt, Daniel",1,Humanities,1.318849823,0,0,0.0,0.0,0,0,0.0,1,0
33478,8356,"Whiteskunk, Samantha",2,Other,1.078536817,0,1,0.351283621,1.0,1,0,0.0,1,0
33482,8357,"al-Samaan, Sad",3,Other,1.614821808,0,0,0.0,1.0,0,0,0.0,2,0
33486,8358,"Luber, Alan",4,Other,3.482114057,1,1,5.453669753,0.0,0,0,0.0,3,0
33490,8359,"Castaneda-Castanon, Vanessa",2,Science,3.069258567,0,1,1.280336484,0.0,1,0,0.0,1,0
33494,8360,"Holt, Brandon",1,Humanities,2.159181489,0,0,0.0,0.0,1,0,0.0,1,0
33498,8361,"Sawvel, Diana",4,Humanities,3.572221617,0,1,5.366401534,,1,0,0.0,3,0
33502,8362,"Proffitt, Matthew",4,Science,3.149000842,0,0,0.0,1.0,0,0,0.0,3,1
33506,8363,"al-Hassen, Musheera",2,Business,3.251457648,0,0,0.0,1.0,0,0,0.0,1,0
33510,8364,"Woods, Erin",2,Other,1.416387676,0,1,2.176893942,0.0,1,0,0.0,1,0
33514,8365,"al-Dallal, Rajaa",4,Business,2.465212315,0,1,7.677824199,0.0,1,0,0.0,3,0
33518,8366,"He, Arthi",1,Science,2.951964936,0,1,2.352362167,0.0,1,0,0.0,1,0
33522,8367,"Salazar, Alexandria",2,Science,2.357516825,0,0,0.0,1.0,0,0,0.0,1,0
33526,8368,"Edwards, Michael",5,Other,1.978251641,0,0,0.0,1.0,1,0,0.0,3,1
33527,8369,"Gomez, Damarilis",1,Other,2.214880694,1,0,0.0,0.0,1,1528,934.887738,1,1
33534,8370,"Long, James",3,Science,3.709061865,0,0,0.0,1.0,0,0,0.0,2,0
33535,8371,"Landin, Greg",4,Science,1.987683949,1,0,0.0,0.0,1,1529,1074.484744,3,0
33536,8371,"Landin, Greg",4,Science,1.987683949,1,0,0.0,0.0,1,1530,183.7148806,3,0
33543,8372,"Valadez, Justin",3,Science,2.953284036,0,0,0.0,0.0,0,0,0.0,2,0
33544,8373,"Gray, Josephine",4,Science,1.799312505,0,1,8.998500759,0.0,0,1531,577.0101344,3,1
33551,8374,"White, Luke",2,Science,1.718119853,0,1,15.95561405,0.0,1,0,0.0,1,0
33552,8375,"Johnson, Steven",4,Science,2.234132951,1,1,1.345411207,1.0,1,1532,2102.795686,3,0
33559,8376,"al-Chahine, Ghaada",3,Business,1.013054601,0,0,0.0,0.0,1,0,0.0,2,0
33563,8377,"Mills, Christina",4,Other,3.539415213,1,1,2.303786414,0.0,1,0,0.0,3,0
33564,8378,"Strode, Richard",4,Science,0.92718187,0,1,5.721888181,0.0,0,1533,1029.034416,3,0
33571,8379,"Hartman, Zachary",1,Humanities,2.551775677,0,0,0.0,0.0,1,0,0.0,1,0
33575,8380,"Hinton, Alex",3,Other,2.404921437,0,0,0.0,1.0,1,0,0.0,2,0
33579,8381,"Richardson, Ciara",1,Humanities,2.324117317,0,0,0.0,1.0,1,0,0.0,1,0
33583,8382,"Van, Jason",1,Other,2.644349939,0,0,0.0,0.0,1,0,0.0,1,0
33587,8383,"Garcia, Frances",4,Humanities,3.376694109,0,1,1.181571944,0.0,1,0,0.0,3,0
33591,8384,"Mcgraw, Seline",4,Other,3.144025043,0,1,7.409172192,0.0,1,0,0.0,3,0
33595,8385,"House, Schyeler",4,Science,1.084795048,1,0,0.0,0.0,1,0,0.0,3,0
33599,8386,"Underwood, Benjamin",4,Science,3.600480329,0,1,0.468206372,1.0,1,0,0.0,3,0
33600,8387,"Williams, Jackson",5,Humanities,2.578761999,1,0,0.0,0.0,1,1535,2187.88785,3,0
33607,8388,"Park, Kevin",2,Other,1.616577701,0,0,0.0,0.0,1,0,0.0,1,0
33611,8389,"Vera, Jalen",3,Business,1.598241953,1,1,11.92760527,1.0,0,0,0.0,2,0
33615,8390,"Erker, Don",4,Business,2.331210656,0,0,0.0,1.0,1,0,0.0,3,0
33616,8391,"Hernandez, Dominic",4,Other,2.072363725,0,1,1.19469185,1.0,1,1537,1520.946535,3,0
33623,8392,"Gustafson, Kyleigh",3,Other,2.01316104,0,0,0.0,1.0,0,0,0.0,2,0
33627,8393,"Barker, Zachary",4,Business,3.012830853,1,0,0.0,0.0,1,0,0.0,3,0
33631,8394,"el-Sabet, Thaamira",3,Other,2.460113666,0,0,0.0,0.0,1,0,0.0,2,0
33635,8395,"Gonzalez, Matthew",1,Other,2.396220266,0,1,7.680897787,1.0,1,0,0.0,1,1
33639,8396,"Santee, Kaileigh",5,Business,2.284646204,0,0,0.0,0.0,1,0,0.0,3,0
33643,8397,"Perea, Toni",1,Science,1.984405185,0,0,0.0,0.0,1,0,0.0,1,0
33647,8398,"Kijprachakorn, Vela",4,Business,3.178419543,1,0,0.0,1.0,1,0,0.0,3,0
33651,8399,"Eason, Sarah",3,Other,3.415371779,0,0,0.0,0.0,0,0,0.0,2,0
33655,8400,"Lewis, Kaylie",2,Humanities,2.56636603,0,0,0.0,0.0,1,0,0.0,1,0
33659,8401,"Rivera, Katherine",2,Science,2.468625382,0,1,0.045306407,1.0,1,0,0.0,1,0
33663,8402,"al-Hussain, Zaaida",3,Humanities,2.611984153,0,0,0.0,1.0,1,0,0.0,2,0
33667,8403,"Federico, Mina",5,Science,1.437745001,1,0,0.0,1.0,0,0,0.0,3,0
33671,8404,"Howard, Lance",4,Other,1.654159222,0,1,2.129379505,1.0,0,0,0.0,3,0
33675,8405,"Joe, Drue",2,Science,3.275084763,0,0,0.0,0.0,1,0,0.0,1,0
33679,8406,"Kissane, Darren",3,Other,2.716992886,0,0,0.0,1.0,1,0,0.0,2,0
33683,8407,"Yong, Sophia",3,Science,1.956242113,1,0,0.0,,1,0,0.0,2,0
33687,8408,"Mcclaskey, Rachael",4,Science,3.035996716,1,0,0.0,0.0,1,0,0.0,3,0
33691,8409,"Ram, Eric",2,Humanities,1.912795359,1,0,0.0,0.0,1,0,0.0,1,0
33695,8410,"Amezcua, Kay Dee",2,Business,3.004549118,0,1,2.276482319,,1,0,0.0,1,0
33699,8411,"Kerven, Breanne",4,Other,2.853962752,0,0,0.0,1.0,1,0,0.0,3,0
33703,8412,"Quach, Gurjot",4,Business,1.313857799,0,0,0.0,0.0,1,0,0.0,3,1
33707,8413,"al-Sattar, Ibtisaama",2,Business,2.93561596,0,1,0.41946652,1.0,1,0,0.0,1,0
33711,8414,"Chang, Lily",3,Humanities,1.198131265,0,1,1.63540153,,0,0,0.0,2,0
33715,8415,"Stacey, Joseph",3,Business,0.80380883,0,0,0.0,0.0,1,0,0.0,2,0
33716,8416,"Wigington, Tamera",2,Business,3.269171469,1,1,5.330944285,1.0,0,1540,2721.2771,1,0
33717,8416,"Wigington, Tamera",2,Business,3.269171469,1,1,5.330944285,1.0,0,1541,5161.813608,1,0
33724,8417,"Garcia, Sarah",3,Science,2.835091057,1,1,10.36037255,0.0,0,0,0.0,2,0
33728,8418,"Baker, Dominique",2,Business,2.576497736,1,0,0.0,0.0,1,0,0.0,1,0
33732,8419,"Cook, Mikayla",2,Business,1.830422275,1,1,2.770528149,1.0,1,0,0.0,1,1
33734,8420,"Thrams, Melissa",4,Other,2.198205256,0,0,0.0,1.0,1,1543,1037.29677,3,1
33740,8421,"Jimmerson Stinson, Kyera",1,Humanities,3.145959575,0,0,0.0,1.0,1,0,0.0,1,0
33744,8422,"el-Afzal, Nazeeha",1,Business,2.194480088,0,0,0.0,1.0,0,0,0.0,1,0
33748,8423,"al-Ali, Ali",2,Other,2.187078531,0,0,0.0,0.0,0,0,0.0,1,0
33752,8424,"al-Rahaman, Kameela",5,Other,3.011770561,0,1,6.613511642,,1,0,0.0,3,0
33756,8425,"Shepherd, Chantz",4,Humanities,1.778535161,0,0,0.0,,1,0,0.0,3,0
33760,8426,"Quintana, Yesenia",2,Other,2.645357575,0,1,0.982960904,1.0,1,0,0.0,1,0
33764,8427,"Shooner, Sylvia",3,Other,2.210020117,0,0,0.0,1.0,1,0,0.0,2,0
33768,8428,"Broeren, William",5,Science,3.045915933,0,1,1.843702069,0.0,1,0,0.0,3,0
33772,8429,"el-Abdalla, Jubair",3,Other,1.390916661,0,1,0.722497356,1.0,0,0,0.0,2,0
33776,8430,"al-Rahaim, Khaleefa",5,Other,0.789335136,0,1,7.346343167,0.0,1,0,0.0,3,1
33780,8431,"Tuggle, Thana",2,Humanities,1.499625795,1,0,0.0,1.0,0,0,0.0,1,0
33781,8432,"Baca, Zachary",3,Science,1.603470922,1,1,9.453696511,1.0,0,1544,4780.00314,2,0
33788,8433,"el-Shah, Azza",3,Business,2.470287699,0,0,0.0,0.0,1,0,0.0,2,1
33789,8434,"Box, Mato Ty",1,Business,2.83805217,0,0,0.0,0.0,1,1545,725.5788704,1,0
33796,8435,"Cannick, Corey",4,Business,2.487357926,1,1,5.354374669,0.0,1,0,0.0,3,1
33800,8436,"al-Salama, Fawz",4,Other,3.148923534,0,1,7.020512522,1.0,1,0,0.0,3,0
33804,8437,"Dedios, Melissa",2,Science,0.542654298,0,1,2.551468147,,0,0,0.0,1,0
33808,8438,"el-Wahba, Najeema",3,Business,1.956990501,0,0,0.0,0.0,0,0,0.0,2,1
33812,8439,"el-Bahri, Nada",2,Science,2.021440362,0,0,0.0,0.0,1,0,0.0,1,0
33816,8440,"Carlson, Monica",4,Science,1.694077903,0,0,0.0,1.0,1,0,0.0,3,0
33820,8441,"Seley, Dakota Ky",2,Other,3.434067367,0,0,0.0,1.0,1,0,0.0,1,1
33824,8442,"Monroe, Heli",3,Business,2.1638636,1,1,1.691846121,1.0,1,0,0.0,2,0
33828,8443,"Fears, Brianna",3,Science,3.372998928,0,0,0.0,0.0,1,0,0.0,2,1
33830,8444,"Quezada, Torey",2,Humanities,2.116686971,0,0,0.0,0.0,1,1547,628.7367799,1,0
33836,8445,"el-Yamin, Wajeeh",5,Other,3.486709883,0,1,0.433257228,0.0,1,0,0.0,3,0
33840,8446,"al-Kazemi, Samir",3,Science,2.78367843,0,0,0.0,0.0,1,0,0.0,2,1
33844,8447,"Rivera, Jairo",4,Other,2.874072667,0,1,14.02700664,0.0,1,0,0.0,3,0
33848,8448,"Coombs, Jose",1,Science,0.911202218,0,0,0.0,1.0,1,0,0.0,1,1
33852,8449,"Xue, Jenny",3,Humanities,1.943024654,0,0,0.0,,1,0,0.0,2,0
33856,8450,"al-Mirza, Naazil",2,Other,3.354420092,0,0,0.0,0.0,1,0,0.0,1,1
33860,8451,"Moreno-Perez, Makayla",5,Other,3.079100155,0,1,0.344663871,0.0,1,0,0.0,3,0
33864,8452,"el-Kassem,  Mahdi",2,Science,2.751695368,0,0,0.0,1.0,1,0,0.0,1,0
33868,8453,"Marroquin, Kelan",5,Humanities,2.426177271,1,0,0.0,1.0,0,0,0.0,3,0
33872,8454,"White, Courtney",3,Other,1.866464177,0,0,0.0,1.0,0,0,0.0,2,0
33876,8455,"el-Suleiman, Misbaah",2,Science,1.741399446,0,1,12.53428089,0.0,1,0,0.0,1,0
33880,8456,"Oubkeo, Hanna",3,Science,1.732772232,0,1,0.167416841,0.0,1,0,0.0,2,0
33884,8457,"Hart, Colton",1,Other,0.963501823,0,1,0.258923787,1.0,1,0,0.0,1,0
33888,8458,"Steele, Eduardo",2,Other,3.047351991,1,0,0.0,1.0,1,0,0.0,1,0
33892,8459,"Sanchez, Allen",3,Humanities,1.115057223,0,0,0.0,1.0,0,0,0.0,2,0
33893,8460,"Chen, Allyssa",1,Humanities,1.992604799,1,1,3.97608383,1.0,0,1549,1414.000182,1,0
33900,8461,"el-Sultan, Najma",2,Business,1.134190676,1,1,0.075313389,0.0,1,0,0.0,1,1
33904,8462,"Lopez, Samantha",5,Humanities,2.893427685,0,0,0.0,0.0,0,0,0.0,3,0
33908,8463,"Chandler, Nicholas",2,Humanities,0.508063013,0,0,0.0,1.0,1,0,0.0,1,0
33912,8464,"Bloms, Leeanna",4,Humanities,3.188170662,0,1,1.663615679,1.0,1,0,0.0,3,1
33916,8465,"Philipp, Sierra",5,Humanities,1.154058295,1,0,0.0,1.0,1,0,0.0,3,0
33920,8466,"Quiroz Jr, Carmina",1,Other,3.028140413,0,0,0.0,1.0,1,0,0.0,1,0
33921,8467,"Kumar, Brianna",3,Other,2.450031374,0,1,3.017860318,1.0,1,1551,1173.17662,2,0
33928,8468,"Smith, Shelby",1,Other,3.313503468,0,0,0.0,0.0,1,0,0.0,1,0
33929,8469,"Mcheard, Joshua",4,Humanities,1.38740401,1,0,0.0,,0,1552,1438.768501,3,1
33936,8470,"Jefferson, Jared",5,Science,2.286852775,0,0,0.0,0.0,1,0,0.0,3,0
33940,8471,"el-Faris, Yoonus",1,Science,3.64445152,0,0,0.0,0.0,1,0,0.0,1,1
33944,8472,"Gossard, Olivia",2,Other,2.679544473,1,0,0.0,0.0,0,0,0.0,1,1
33948,8473,"Trujillo, Ty-Ron",3,Business,3.739035763,0,0,0.0,1.0,0,0,0.0,2,0
33952,8474,"Koerner, Jennifer",4,Business,2.536193881,0,1,6.847520254,1.0,1,0,0.0,3,1
33956,8475,"Folsom, Felisha",3,Other,1.879560906,0,1,0.187125883,1.0,1,0,0.0,2,0
33960,8476,"Chrissinger, Robert",5,Science,0.436494049,0,0,0.0,0.0,1,0,0.0,3,0
33965,8477,"Magana, Anthony",4,Humanities,0.675428518,1,1,1.003904914,0.0,0,0,0.0,3,1
33969,8478,"Brown, Kelsey",4,Business,2.060009247,0,0,0.0,0.0,1,0,0.0,3,1
33973,8479,"Primm, Mon Sean",1,Business,3.780192087,0,1,2.253092924,0.0,1,0,0.0,1,0
33977,8480,"Okazaki, Andrew",2,Humanities,0.993710231,1,0,0.0,1.0,1,0,0.0,1,0
33981,8481,"el-Hashmi, Zuhair",4,Other,2.536036129,1,0,0.0,0.0,1,0,0.0,3,0
33985,8482,"Phalavong, Aaron",4,Business,1.89467462,0,0,0.0,1.0,1,0,0.0,3,0
33989,8483,"Tran-Nguyen, Nevin",3,Humanities,3.42606495,0,1,15.48759022,0.0,1,0,0.0,2,1
33990,8484,"Iantorno, Adrian",2,Science,0.894040293,1,0,0.0,1.0,0,1556,1602.599895,1,0
33997,8485,"Puckett, Maile",4,Science,1.867123679,0,0,0.0,0.0,1,0,0.0,3,0
34001,8486,"el-Fawaz, Adnaan",1,Other,1.857955854,0,0,0.0,0.0,0,0,0.0,1,0
34005,8487,"Nieto, Joshua",2,Business,1.551994672,0,0,0.0,1.0,1,0,0.0,1,0
34009,8488,"Butler, Breana",2,Humanities,2.58861697,0,0,0.0,,0,0,0.0,1,1
34013,8489,"Hatt, Naomi Chrysana",5,Humanities,2.301118747,1,0,0.0,1.0,1,0,0.0,3,0
34017,8490,"al-Meer, Faatin",3,Other,0.452411753,0,0,0.0,0.0,1,0,0.0,2,0
34021,8491,"Garcia, Destinee",1,Business,2.508323051,0,0,0.0,0.0,1,0,0.0,1,0
34025,8492,"Conners, Jabari",2,Science,2.199645506,0,1,2.133246424,1.0,1,0,0.0,1,0
34029,8493,"Near, Hannah",1,Business,1.046343112,1,0,0.0,0.0,1,0,0.0,1,0
34033,8494,"el-Kader, Ameer",4,Humanities,2.558520412,0,0,0.0,0.0,1,0,0.0,3,0
34037,8495,"Thompson, Izaak",3,Science,2.83912482,0,1,7.198618017,0.0,1,0,0.0,2,0
34041,8496,"Moreno, Dominique",4,Humanities,2.770885953,0,0,0.0,0.0,0,0,0.0,3,0
34042,8497,"Adams, Megan",4,Other,1.378338117,0,1,0.430128979,1.0,1,1558,772.8669874,3,0
34049,8498,"Weasel Bear, Adrian",3,Business,1.093021199,0,0,0.0,1.0,1,0,0.0,2,1
34053,8499,"Bledsoe, Renee",1,Other,3.867672487,0,1,0.936756961,0.0,1,0,0.0,1,0
34057,8500,"Davis, Tatianna",4,Science,2.467888935,1,0,0.0,,1,0,0.0,3,0
34061,8501,"Doherty-Cedeno, Shea",2,Business,2.580676862,0,0,0.0,1.0,1,0,0.0,1,1
34065,8502,"May, Marlee",1,Business,3.403969651,0,0,0.0,,0,0,0.0,1,1
34069,8503,"Williams, Donovon",5,Humanities,1.932894593,0,0,0.0,0.0,1,0,0.0,3,0
34073,8504,"Jones, Briana",3,Other,1.571435743,0,0,0.0,0.0,0,0,0.0,2,0
34077,8505,"Passarelli, Jacob",4,Business,2.709036962,0,1,9.078236706,1.0,1,0,0.0,3,1
34081,8506,"Garcia-Flores, Daniel",2,Business,0.813715213,0,0,0.0,1.0,1,0,0.0,1,0
34085,8507,"el-Hussein, Shaafia",4,Other,3.52076688,0,0,0.0,0.0,1,0,0.0,3,0
34089,8508,"Williams, Haley",2,Humanities,2.657031513,0,0,0.0,0.0,1,0,0.0,1,0
34093,8509,"el-Usman, Sabriyya",1,Science,3.012369456,1,0,0.0,0.0,0,0,0.0,1,1
34097,8510,"al-Ahmed, Muammar",4,Business,1.857950863,0,0,0.0,1.0,1,0,0.0,3,0
34101,8511,"Strohmeier, Sarai",4,Business,1.118879073,0,1,10.57872444,0.0,1,0,0.0,3,0
34105,8512,"Noriega, Oscar",2,Other,1.7723834,0,0,0.0,1.0,1,0,0.0,1,1
34109,8513,"Lopez-Jauregui, Stevey",4,Business,1.577027825,0,1,3.886858361,1.0,1,0,0.0,3,1
34113,8514,"Urrutia, David",2,Humanities,3.275730169,1,0,0.0,1.0,1,0,0.0,1,0
34117,8515,"Zhu, Megan",5,Humanities,3.223262756,1,0,0.0,0.0,0,0,0.0,3,0
34118,8516,"al-Hai, Marzooqa",2,Business,1.154337431,0,1,0.538000106,0.0,0,1560,368.2494136,1,1
34125,8517,"Gilbert, Ashanti",5,Humanities,3.07708656,0,0,0.0,0.0,1,0,0.0,3,1
34129,8518,"Scott, Terrance",1,Humanities,1.792612574,0,0,0.0,0.0,1,0,0.0,1,0
34133,8519,"Stubblefield, Parismonte",4,Business,3.106918764,0,1,3.75852526,0.0,1,0,0.0,3,1
34137,8520,"Roybal, Paul",2,Business,1.295576997,0,1,2.456966101,0.0,1,0,0.0,1,0
34141,8521,"Miller Cunningham, Andrew",1,Humanities,1.149487461,0,1,3.762332666,0.0,1,0,0.0,1,0
34142,8522,"Price, Taylor",3,Science,3.476469348,0,0,0.0,1.0,1,1561,454.4116223,2,0
34149,8523,"Chaivong, Angela",4,Humanities,1.07577265,1,0,0.0,1.0,1,0,0.0,3,0
34150,8524,"Fraser, Taneya",3,Business,3.320141259,0,1,2.324574705,,1,1562,694.2390936,2,0
34157,8525,"Barela, Mariah",4,Science,1.72387886,0,1,5.047818638,,1,0,0.0,3,0
34158,8526,"Yazzie, Vyncynt",2,Science,3.484766655,0,0,0.0,1.0,1,1563,884.9492707,1,0
34165,8527,"Caldwell, Selam",2,Science,2.821971262,0,0,0.0,0.0,1,0,0.0,1,0
34169,8528,"Bradford, Jasmine",1,Business,1.852855267,0,0,0.0,1.0,1,0,0.0,1,1
34173,8529,"el-Abbas, Faheem",3,Business,3.139108465,0,1,0.09162084,1.0,1,0,0.0,2,0
34177,8530,"Holm, Nicholas",1,Humanities,2.701261572,0,1,5.168468218,0.0,1,0,0.0,1,1
34181,8531,"Vasquez, Wendy",3,Humanities,3.164610966,0,1,4.662578557,1.0,0,0,0.0,2,0
34185,8532,"Tran, Danvy",3,Business,2.021032104,0,0,0.0,0.0,1,0,0.0,2,0
34190,8533,"Rodearmel, Kari",2,Humanities,0.484884662,1,0,0.0,1.0,1,0,0.0,1,0
34194,8534,"Mccabe, Lakota",4,Science,2.732673479,0,1,8.765973024,1.0,1,0,0.0,3,0
34198,8535,"al-Musa, Ihaab",1,Humanities,1.739273283,0,1,1.004816314,,1,0,0.0,1,0
34202,8536,"Hernandez, Omar",3,Other,3.119858324,0,0,0.0,0.0,1,0,0.0,2,0
34206,8537,"Fisher, Ryshawn",3,Other,1.526900985,0,0,0.0,0.0,1,0,0.0,2,1
34210,8538,"el-Ayoub, Awf",4,Science,2.701923966,0,0,0.0,0.0,1,0,0.0,3,1
34214,8539,"Rieb, Lakota",5,Business,2.435300375,0,0,0.0,1.0,1,0,0.0,3,1
34218,8540,"Martinez, Bernardo",2,Business,3.078846958,0,1,1.863666588,0.0,0,0,0.0,1,1
34219,8541,"John, Nicholas",3,Other,0.224042947,0,1,9.523990142,0.0,0,1568,486.8386103,2,1
34226,8542,"Hahn, Jessica",1,Humanities,1.965439917,1,1,5.447847571,0.0,0,0,0.0,1,0
34230,8543,"Curran, Spencer",1,Science,0.813944085,0,1,5.085460197,1.0,1,0,0.0,1,1
34234,8544,"Herman, Robert",2,Science,1.765517657,0,0,0.0,,1,0,0.0,1,0
34238,8545,"el-Safi, Kameela",4,Other,2.883796322,0,1,20.94648242,0.0,1,0,0.0,3,1
34242,8546,"Ryan, Kiana",2,Science,1.90137073,1,0,0.0,,0,0,0.0,1,0
34246,8547,"Lee, Brandon",3,Other,3.378921335,0,0,0.0,,1,0,0.0,2,1
34250,8548,"al-Syed, Sanad",2,Business,1.756932743,0,1,8.362271271,1.0,1,0,0.0,1,0
34254,8549,"Parmiter, Chad",1,Science,1.141272245,0,0,0.0,1.0,1,0,0.0,1,0
34258,8550,"Wheeler, Christopher",3,Business,0.110286204,1,0,0.0,1.0,0,0,0.0,2,0
34262,8551,"Salihi, Katryna",3,Business,1.190728503,0,0,0.0,1.0,1,0,0.0,2,0
34266,8552,"Cabral-Hollowhorn, Kevin",5,Other,3.30504808,0,0,0.0,1.0,0,0,0.0,3,0
34270,8553,"Gonzales-Algien, Julissa",5,Business,1.457660068,0,1,4.237559646,0.0,1,0,0.0,3,0
34274,8554,"Zuniga, Alonzo",3,Science,0.491892195,0,0,0.0,1.0,1,0,0.0,2,0
34275,8555,"Miles, Joshua",1,Other,1.899683546,1,0,0.0,0.0,1,1569,803.0302419,1,0
34282,8556,"Ramirez, Emmanuel",2,Humanities,1.938781897,1,0,0.0,0.0,0,0,0.0,1,0
34286,8557,"el-Abid, Zumruda",3,Humanities,2.139086573,0,1,2.730192591,1.0,1,0,0.0,2,0
34290,8558,"Cooper, Tony",4,Other,3.587868265,0,0,0.0,,0,0,0.0,3,0
34294,8559,"Nevarez, Natalie",3,Business,1.200937429,0,0,0.0,,1,0,0.0,2,0
34298,8560,"el-Sultan, Saalima",5,Humanities,3.699969891,0,0,0.0,1.0,0,0,0.0,3,0
34302,8561,"Haris, Joseph",1,Humanities,2.964973924,0,0,0.0,0.0,1,0,0.0,1,0
34306,8562,"Lindsay, Tyreisha",5,Science,3.344117653,0,0,0.0,0.0,0,0,0.0,3,1
34310,8563,"Liggett, Eli",2,Other,2.387350468,0,0,0.0,1.0,1,0,0.0,1,0
34314,8564,"Cervantes, Zachery",1,Science,2.932708434,0,1,3.991637382,,1,0,0.0,1,0
34318,8565,"Burns, Carson",2,Science,1.610772842,1,0,0.0,1.0,1,0,0.0,1,0
34322,8566,"Sherwood, Hayden",3,Humanities,2.632963845,0,0,0.0,0.0,0,0,0.0,2,0
34326,8567,"Martinez, Victor",1,Humanities,2.795068422,0,0,0.0,0.0,1,0,0.0,1,1
34330,8568,"Wallace, Tashan",2,Humanities,1.548525728,0,0,0.0,0.0,1,0,0.0,1,0
