,student_id,name,class,gpa,is_greek,is_on_campus,distance_to_campus,is_female,is_sprinklered,claim_id,risk_tier,holdout,Business,Humanities,Other,Science,amount
36249,9047,"Tatum Clardy, Jessica",3,0.935706373,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
36253,9048,"Little, Travis",4,2.466661207,1,1,1.715751277,0.0,1,0,3,1,0,0,1,0,0.0
36257,9049,"el-Rais, Jaabir",3,3.243369679,0,0,0.0,,1,0,2,0,1,0,0,0,0.0
36261,9050,"Cosentino, Megan",5,3.407354395,1,0,0.0,,1,0,3,0,0,0,0,1,0.0
36265,9051,"Pereira, Jalen",5,2.55169315,0,1,6.249211505,1.0,1,0,3,0,0,0,1,0,0.0
36266,9052,"al-Nasr, Sitaara",1,3.630566762,0,0,0.0,1.0,1,1651,1,1,0,0,1,0,238.7015254
36273,9053,"Benbrook, Kayla",3,2.523373382,1,0,0.0,1.0,1,0,2,0,0,1,0,0,0.0
36277,9054,"Le, Michael",2,0.35728434,0,0,0.0,0.0,1,0,1,1,0,0,0,1,0.0
36281,9055,"Trujillo Beas, Ivan",2,2.101319661,1,0,0.0,,0,0,1,0,0,1,0,0,0.0
36285,9056,"Thomas, Demario",5,1.204962997,0,1,1.88051033,0.0,0,0,3,0,1,0,0,0,0.0
36289,9057,"Kim, Thanh-Phong",2,2.570318246,0,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
36290,9058,"el-Masri, Kawkab",3,2.379996985,0,0,0.0,0.0,1,1652,2,0,0,0,0,1,1276.309489
36297,9059,"Federin-Easley, Mikal",2,2.75770006,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0.0
36301,9060,"Kaze, Khristina",5,2.383463141,0,1,2.892240076,1.0,1,0,3,0,0,1,0,0,0.0
36305,9061,"Davis, Caitlyn",4,1.221038781,1,0,0.0,1.0,1,0,3,1,0,1,0,0,0.0
36309,9062,"Bradshaw, Zachary",2,3.34010784,0,1,4.55924413,0.0,1,0,1,1,1,0,0,0,0.0
36310,9063,"Rodenberg, Joshua",5,2.835662228,1,0,0.0,1.0,1,1653,3,0,1,0,0,0,306.6435127
36317,9064,"al-Bangura, Hafsa",1,2.091312383,0,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
36321,9065,"Eastman, Trevon",3,2.444488238,0,1,9.566875009,0.0,1,0,2,0,0,1,0,0,0.0
36325,9066,"Talebzadeh, Jesse",5,2.996231584,0,1,4.515578482,,0,0,3,0,1,0,0,0,0.0
36329,9067,"al-Shabazz, Aseel",5,2.697775161,0,0,0.0,,0,0,3,0,1,0,0,0,0.0
36333,9068,"Diaz, Angelo",2,2.10565414,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
36334,9069,"al-Mina, Shakeel",5,2.74025813,1,1,1.342562472,0.0,1,1654,3,0,0,1,0,0,1259.536805
36341,9070,"Johnson, Kirsten",3,0.650399098,0,0,0.0,,1,0,2,0,0,1,0,0,0.0
36342,9071,"Khat, Liana",1,2.868651981,1,1,16.98258716,1.0,1,1655,1,0,1,0,0,0,1762.978481
36349,9072,"al-Mattar, Alawi",4,2.769201155,0,1,0.07262698,0.0,1,0,3,0,1,0,0,0,0.0
36353,9073,"Searles, Millard",5,2.588079599,0,0,0.0,0.0,1,0,3,0,1,0,0,0,0.0
36357,9074,"Bean, Kevin",1,2.666823956,0,0,0.0,0.0,1,0,1,1,0,0,1,0,0.0
36361,9075,"Arviso, Joshua",3,3.014128865,0,1,3.273559846,0.0,0,0,2,0,0,0,1,0,0.0
36365,9076,"Dobbs, Jazli",3,2.031464886,0,0,0.0,0.0,0,0,2,0,0,1,0,0,0.0
36366,9077,"Sayasane, Cheng",1,2.096641107,0,1,1.264461515,1.0,0,1657,1,1,0,0,0,1,827.6760902
36373,9078,"Castaneda, Adam",3,1.293414276,0,1,0.376999608,,1,0,2,1,1,0,0,0,0.0
36377,9079,"el-Omer, Nu'ma",1,2.684695178,0,0,0.0,1.0,1,0,1,1,0,0,0,1,0.0
36381,9080,"Mose, Vanessa",1,2.491960861,0,0,0.0,1.0,1,0,1,1,0,0,1,0,0.0
36385,9081,"Balaji, Anupama",1,2.629719679,0,1,0.247245567,,0,0,1,0,0,0,0,1,0.0
36389,9082,"Godinez, Justis",4,1.194037841,0,1,1.53713691,0.0,1,0,3,1,0,1,0,0,0.0
36393,9083,"Lee, Theodore",2,2.697861143,1,1,0.436489917,1.0,0,0,1,0,1,0,0,0,0.0
36397,9084,"Hardy, Abigaile",3,2.89917986,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
36401,9085,"Cavitte-Spencer, Deja",4,2.771306807,0,1,5.120585669,1.0,1,0,3,0,0,0,0,1,0.0
36405,9086,"Maestas, Isabel",2,3.108317274,0,0,0.0,1.0,0,0,1,1,0,1,0,0,0.0
36409,9087,"Ortiz, Jose",1,1.701463557,0,1,0.00907026,0.0,1,0,1,0,0,0,1,0,0.0
36413,9088,"Adem, Domonik",3,3.264972764,0,1,2.991323346,,1,0,2,0,0,0,0,1,0.0
36417,9089,"Woods, Gabreille",4,2.603397443,0,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
36421,9090,"Ling, Shengh",1,1.95411278,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
36425,9091,"Yoshimiya, Linda",4,1.370180069,0,0,0.0,1.0,0,0,3,0,0,1,0,0,0.0
36429,9092,"Cole, Raheim",2,1.36650059,0,1,0.672581857,1.0,0,0,1,1,0,1,0,0,0.0
36433,9093,"Bagaporo, Josephine",1,1.934114814,0,0,0.0,1.0,0,0,1,0,1,0,0,0,0.0
36437,9094,"Cabael, Filipe",1,2.893392912,0,0,0.0,0.0,0,0,1,1,0,0,1,0,0.0
36441,9095,"Litch, Bradey",2,1.924574455,0,0,0.0,1.0,0,0,1,0,0,0,0,1,0.0
36445,9096,"Wells, John",4,3.358107824,1,0,0.0,0.0,0,0,3,0,0,0,1,0,0.0
36449,9097,"Dolby, Brendan",2,2.21761569,0,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0
36453,9098,"Harding, Anthony",2,2.222542072,0,0,0.0,1.0,0,0,1,0,1,0,0,0,0.0
36457,9099,"Montgomery, Tess",4,3.099722516,0,1,4.597697161,0.0,0,0,3,0,0,1,0,0,0.0
36461,9100,"Cordova, Roberto",3,3.512364933,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
36465,9101,"Wang, Sonali",2,2.043309349,0,1,4.540337469,1.0,1,0,1,0,0,0,0,1,0.0
36469,9102,"al-Nasser, Zuhra",2,2.707806947,0,1,1.561722158,1.0,1,0,1,0,0,1,0,0,0.0
36473,9103,"Haubensak, Connor",4,2.984101718,1,1,0.855143087,1.0,0,0,3,0,0,1,0,0,0.0
36477,9104,"Wang, Heassam",3,2.840288654,0,1,0.461267915,1.0,1,0,2,0,0,0,0,1,0.0
36481,9105,"Herring, Jhaton",5,2.287628639,0,1,7.047809004,1.0,1,0,3,0,1,0,0,0,0.0
36485,9106,"Yan, Michael",1,2.034334705,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
36489,9107,"el-Naqvi, Shaheer",3,2.195699789,0,1,12.90780568,,1,0,2,0,1,0,0,0,0.0
36493,9108,"Inthavong, Changyu",3,2.788458262,0,0,0.0,0.0,1,0,2,1,0,1,0,0,0.0
36497,9109,"al-Harron, Musheera",2,3.393864529,1,0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
36501,9110,"Sayer, Benjamin",2,3.239411393,1,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0
36505,9111,"Garbani, Zoe",3,1.755266913,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
36507,9112,"Anderson, Gavin",4,0.632226467,0,0,0.0,0.0,0,1664,3,1,1,0,0,0,801.2788674
36513,9113,"Hoffer, Jennifer",4,1.400640649,1,1,1.378486423,0.0,0,0,3,0,0,0,0,1,0.0
36517,9114,"Ramos Ruiz, Jesus",1,3.076844494,0,1,0.011645719,0.0,1,0,1,0,0,0,1,0,0.0
36521,9115,"Algien, Jeffrie",3,1.850360879,1,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
36525,9116,"Karman, Jaime",1,0.933345873,0,1,1.3157617,0.0,1,0,1,0,0,0,0,1,0.0
36529,9117,"Yazzie, Taylor",4,3.099554863,0,0,0.0,0.0,1,0,3,0,1,0,0,0,0.0
36533,9118,"Butler, Marcus",4,2.40399168,0,0,0.0,0.0,1,0,3,1,1,0,0,0,0.0
36537,9119,"Manivong, Justin",1,1.20014095,1,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
36538,9120,"Sandoval, Aliex",3,2.919032972,0,0,0.0,1.0,0,1666,2,1,1,0,0,0,535.9527216
36545,9121,"Rohn, Travis",2,3.490794122,0,0,0.0,1.0,1,0,1,0,1,0,0,0,0.0
36549,9122,"Westmoreland, Angel",3,2.999293671,0,1,0.657726623,1.0,1,0,2,0,1,0,0,0,0.0
36553,9123,"Powers, Cheyenne",2,1.348026737,0,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
36557,9124,"Gramm, Alexander",1,1.747468288,1,0,0.0,1.0,1,0,1,1,0,0,1,0,0.0
36561,9125,"Mendez, Destiny",2,2.292220995,0,1,10.06013947,1.0,1,0,1,1,0,0,0,1,0.0
36565,9126,"al-Khalid, Mumtaaza",5,2.330131002,1,0,0.0,0.0,1,0,3,0,0,1,0,0,0.0
36569,9127,"Parker, Miles",1,0.478438067,0,1,0.980864223,0.0,0,0,1,0,0,0,1,0,0.0
36573,9128,"Gallegos, Brittany",1,1.165774197,1,1,2.746164149,1.0,1,0,1,0,0,0,1,0,0.0
36577,9129,"Saye, Alfred",2,1.318414229,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0.0
36581,9130,"Coon, Denica",2,2.857679547,1,0,0.0,1.0,0,0,1,1,0,1,0,0,0.0
36585,9131,"Vazquez-Vazquez, Anthony",1,2.921519695,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
36589,9132,"Gerhardt, Devon",3,3.452106855,1,0,0.0,0.0,1,0,2,0,0,1,0,0,0.0
36593,9133,"Lucero, Jessica",1,2.731390739,0,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
36597,9134,"Trujillo, Joshua",2,1.897388812,0,1,4.595225416,0.0,1,0,1,0,0,0,0,1,0.0
36601,9135,"al-Emami, Shaheed",2,2.794266526,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
36605,9136,"Nguyen, Conner",4,1.924254916,1,0,0.0,1.0,1,0,3,0,0,0,0,1,0.0
36609,9137,"Jacobson, Charles",4,1.849959428,1,0,0.0,0.0,1,0,3,0,0,0,0,1,0.0
36613,9138,"Bodry-Hall, Leo",1,3.152350616,0,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
36617,9139,"Gutierrez, Alejandro",3,3.42961031,0,0,0.0,0.0,1,0,2,0,0,0,0,1,0.0
36621,9140,"Sebben, Cyron",1,2.929114048,1,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
36622,9141,"Reish, Christopher",4,2.254419917,0,0,0.0,1.0,0,1668,3,0,1,0,0,0,173.1371646
36629,9142,"al-Soltani, Saalim",4,1.264818961,0,1,1.630527819,0.0,1,0,3,0,0,1,0,0,0.0
36633,9143,"al-Emami, Ismad",2,0.567491279,0,0,0.0,,1,0,1,0,0,1,0,0,0.0
36637,9144,"el-Ammar, Arwa",1,2.630253806,0,1,10.30661242,0.0,1,0,1,1,0,0,0,1,0.0
36641,9145,"Fredericks, Zechariah",4,2.025656004,0,1,5.699836388,0.0,0,0,3,0,0,1,0,0,0.0
36642,9146,"el-Halim, Aamina",2,0.619252508,0,1,0.511900438,1.0,0,1670,1,0,1,0,0,0,768.2868675
36649,9147,"Kostoff, Jotsna",1,0.927134046,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
36653,9148,"Snody, Kayla",2,0.79236487,0,1,1.268972395,1.0,1,0,1,0,1,0,0,0,0.0
36657,9149,"John III, Tyler",4,1.961839915,0,0,0.0,,1,0,3,0,1,0,0,0,0.0
36661,9150,"Lazos, Alberto",4,2.648358373,0,1,2.164941309,0.0,1,0,3,0,0,1,0,0,0.0
36665,9151,"Collins, Jade",3,2.179524291,1,1,11.29743119,0.0,0,0,2,0,0,0,1,0,0.0
36666,9152,"Jaeger, Dyami",2,2.99081329,0,0,0.0,0.0,1,1672,1,0,1,0,0,0,1468.695692
36673,9153,"Chester, Andre",4,3.456242253,0,0,0.0,,0,0,3,0,0,1,0,0,0.0
36677,9154,"Irwin, Allegra",4,2.144720319,0,1,4.125258211,0.0,1,0,3,0,0,0,0,1,0.0
36681,9155,"Villanueva, David",2,1.505041478,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
36685,9156,"Mcgowan, Cicely",1,3.714916368,0,1,1.37545453,1.0,1,0,1,0,0,1,0,0,0.0
36689,9157,"Cave, Victoria",3,1.213927136,0,0,0.0,1.0,0,0,2,0,0,0,0,1,0.0
36693,9158,"Doro, Amanda",4,1.666691629,0,1,9.617671241,1.0,1,0,3,0,0,1,0,0,0.0
36697,9159,"Rojo, Ana",1,2.638952574,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
36698,9160,"Lattimer, Stephanie",2,1.213319828,0,1,5.724317234,0.0,1,1673,1,0,0,1,0,0,221.8055774
36705,9161,"Lewis, Karis",2,1.07734262,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
36709,9162,"Caldera, Joshua",1,3.054372319,0,1,8.987763427,1.0,1,0,1,1,0,1,0,0,0.0
36713,9163,"Garden, Stevie",4,3.183908314,0,1,6.660062931,1.0,1,0,3,0,0,1,0,0,0.0
36717,9164,"Carnes, Victor",2,2.223902624,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
36721,9165,"al-Zia, Hishaam",2,0.937519502,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
36725,9166,"Andersen, Chloe",5,3.457693333,0,0,0.0,0.0,1,0,3,1,1,0,0,0,0.0
36729,9167,"al-Salam, Shabaan",5,2.933755205,0,0,0.0,1.0,1,0,3,0,0,0,1,0,0.0
36733,9168,"Chow, Timo",1,3.205469316,1,1,14.66308644,0.0,1,0,1,0,0,1,0,0,0.0
36737,9169,"Cox, Seth",2,3.946429558,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0.0
36741,9170,"al-Farra, Naseeba",3,1.175795647,0,1,3.140167473,1.0,1,0,2,1,0,0,0,1,0.0
36745,9171,"Jessen, Christine",2,2.363981612,0,0,0.0,1.0,0,0,1,0,0,0,1,0,0.0
36749,9172,"Craig, Alexandra",3,2.923662437,0,0,0.0,0.0,1,0,2,0,0,0,0,1,0.0
36753,9173,"Bonner, Courtney",3,1.269077308,0,1,7.230289012,0.0,1,0,2,0,1,0,0,0,0.0
36757,9174,"Merritt, David",2,0.331503437,0,1,1.630334517,0.0,1,0,1,0,0,0,1,0,0.0
36761,9175,"Mckay, Elijah",3,1.425929243,0,1,1.179404596,0.0,1,0,2,1,0,1,0,0,0.0
36765,9176,"el-Nagi, Labeeba",4,3.248481827,0,1,4.40442599,0.0,1,0,3,0,0,1,0,0,0.0
36769,9177,"Seffers, Jonathan",1,2.669701978,0,1,0.621185439,1.0,0,0,1,0,0,0,1,0,0.0
36770,9178,"Awtrey, Cheyenne",1,3.034925419,0,0,0.0,1.0,0,1678,1,0,0,0,0,1,389.6001536
36777,9179,"Davis, Isaac",5,1.218594302,0,0,0.0,1.0,1,0,3,1,0,0,0,1,0.0
36781,9180,"Lew, Kiara",1,2.512071089,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0.0
36785,9181,"Ruiz, Jason",3,3.543909171,0,1,4.46054797,1.0,0,0,2,1,0,0,0,1,0.0
36789,9182,"Lansing, Casey",5,2.731031337,0,1,0.719712395,,1,0,3,0,0,0,0,1,0.0
36793,9183,"Martinez, Javier",2,2.047288112,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0.0
36797,9184,"Bohanon, Jeremy",1,3.92871796,0,1,14.55945078,0.0,1,0,1,0,0,0,1,0,0.0
36801,9185,"Yazzie, Darwyn",4,3.346392486,0,0,0.0,1.0,0,0,3,0,0,0,1,0,0.0
36805,9186,"el-Shaikh, Naseera",4,2.183189124,0,0,0.0,1.0,1,0,3,0,0,0,1,0,0.0
36809,9187,"Merna, Vladimir",4,1.788707948,0,0,0.0,,1,0,3,0,0,0,0,1,0.0
36813,9188,"Allie, Sean",1,2.356860159,0,1,0.703270854,0.0,0,0,1,0,1,0,0,0,0.0
36817,9189,"Headlee, Pazao",2,2.061571691,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
36818,9190,"el-Rasul, Rasheeda",1,1.518867686,0,0,0.0,1.0,1,1681,1,0,0,0,1,0,338.8747461
36825,9191,"Lacy, Alexander",4,1.181858525,0,1,6.938828408,,1,0,3,0,1,0,0,0,0.0
36829,9192,"Singh, Ha",2,2.14177837,0,1,1.843867673,0.0,1,0,1,0,0,0,0,1,0.0
36833,9193,"Lawrence, Shamira",1,1.076097353,0,0,0.0,1.0,0,0,1,1,0,0,1,0,0.0
36837,9194,"Friedman, Chaunsae",2,1.302962538,0,1,0.02752149,0.0,1,0,1,0,0,0,1,0,0.0
36841,9195,"Moreno, Angel",1,1.858360564,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
36845,9196,"al-Akel, Shaqeeq",1,0.332134789,0,0,0.0,1.0,0,0,1,0,0,0,0,1,0.0
36850,9197,"Martin, Briana",1,2.218120962,1,1,2.000339039,0.0,1,0,1,1,0,0,0,1,0.0
36851,9198,"Anderson, Eric",3,1.343966162,0,0,0.0,1.0,1,1684,2,0,0,0,1,0,483.5199206
36858,9199,"Ireland, Kenneth",4,3.374607131,0,0,0.0,0.0,1,0,3,0,0,0,0,1,0.0
36862,9200,"Asuega, Susan",3,0.985211531,0,1,0.501498688,0.0,0,0,2,0,0,0,0,1,0.0
36866,9201,"Loneeagle, Delphine",3,3.135609114,0,1,0.429807257,1.0,0,0,2,0,0,1,0,0,0.0
36870,9202,"Hinojos, Montserrat",3,3.425096635,0,0,0.0,,1,0,2,0,0,0,0,1,0.0
36874,9203,"el-Elbaz, Mahmood",3,3.625074747,0,0,0.0,1.0,0,0,2,0,0,1,0,0,0.0
36878,9204,"Berg, Cody",5,1.050932834,0,1,0.077757224,1.0,1,0,3,0,0,0,0,1,0.0
36882,9205,"Le, Mija",4,3.008060744,0,1,2.507094527,1.0,0,0,3,1,1,0,0,0,0.0
36886,9206,"Calkins, Alexandria",2,2.947001256,0,1,2.239690965,0.0,1,0,1,0,0,0,1,0,0.0
36890,9207,"Charlie, Chandler",1,2.142483699,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
36894,9208,"al-Malek, Sameera",4,3.209745162,0,0,0.0,0.0,0,0,3,0,0,1,0,0,0.0
36898,9209,"Wilson, Sage",1,2.628647375,0,0,0.0,1.0,1,0,1,0,1,0,0,0,0.0
36902,9210,"Begaye, Rocky",2,1.892942245,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
36906,9211,"Olay, Alexandra",4,3.312287594,0,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
36910,9212,"Green, Berkley",2,1.621456065,1,0,0.0,0.0,0,0,1,0,1,0,0,0,0.0
36914,9213,"Kim, Kelly",4,3.496744349,0,0,0.0,1.0,1,0,3,0,0,0,1,0,0.0
36918,9214,"Nguyen, Jenny",5,1.629885894,0,1,9.12144681,0.0,0,0,3,0,0,0,0,1,0.0
36922,9215,"Orive-Phipps, Christopher",1,1.717678373,0,0,0.0,,1,0,1,1,0,0,0,1,0.0
36926,9216,"Woodie, William",4,2.818780881,0,1,6.535736689,1.0,1,0,3,0,0,1,0,0,0.0
36930,9217,"Beatley, Jante",1,3.28681492,0,0,0.0,0.0,1,0,1,1,0,1,0,0,0.0
36934,9218,"al-Soltani, Shaddaad",4,1.787115964,0,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
36938,9219,"Archuleta, Alia",4,3.097888602,0,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
36942,9220,"Loera, Raul",4,2.18986255,1,1,0.269165721,0.0,1,0,3,0,1,0,0,0,0.0
36943,9221,"Dang, Michael",4,2.634241494,1,0,0.0,0.0,1,1685,3,1,0,0,1,0,437.7727265
36950,9222,"Gallegos, Brittany",3,1.604166315,0,0,0.0,0.0,1,0,2,0,0,0,0,1,0.0
36951,9223,"Kim, Chantell",3,2.896504123,0,0,0.0,0.0,1,1686,2,1,1,0,0,0,1149.430909
36955,9224,"Tafoya, Destin",4,1.473272346,1,0,0.0,0.0,1,1687,3,0,0,1,0,0,2074.596455
36962,9225,"Sronce, Rebecca",2,1.908206114,0,1,1.1369422,0.0,1,0,1,0,0,0,0,1,0.0
36966,9226,"al-Hamad, Yusri",1,2.460117641,0,1,7.639896907,1.0,1,0,1,0,1,0,0,0,0.0
36970,9227,"Cook, Gabriel",1,1.338718851,0,1,2.020889537,0.0,1,0,1,1,1,0,0,0,0.0
36974,9228,"Maestas, Robert",2,1.789303675,0,1,6.952091433,0.0,1,0,1,0,0,0,1,0,0.0
36978,9229,"Bogle, Zachary",1,2.711217239,0,1,0.125655161,1.0,1,0,1,0,0,0,0,1,0.0
36982,9230,"Mizner, John Anthony",4,1.105475675,1,0,0.0,1.0,0,0,3,0,0,0,1,0,0.0
36986,9231,"Van, Yengchong",2,1.99813953,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
36990,9232,"Bryant, Breaja",2,2.485394816,0,0,0.0,1.0,1,0,1,0,1,0,0,0,0.0
36994,9233,"Ficek, Asya",3,2.873169283,1,0,0.0,0.0,1,0,2,0,0,0,0,1,0.0
36995,9234,"Turner, Cyrel",3,1.600601564,0,0,0.0,0.0,1,1688,2,0,0,1,0,0,723.170206
37002,9235,"Ramirez, Junior",5,2.681116155,1,0,0.0,1.0,0,0,3,0,1,0,0,0,0.0
37006,9236,"Worden, Jordan",1,2.36033636,0,0,0.0,1.0,1,0,1,0,1,0,0,0,0.0
37010,9237,"Herrera, Hanna",2,3.516066567,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
37014,9238,"Chandler, Simmi",1,3.152056894,0,0,0.0,0.0,0,0,1,1,0,0,1,0,0.0
37018,9239,"Hernandez Hernandez, Michelle",3,0.957518079,0,1,0.546247909,0.0,1,0,2,0,1,0,0,0,0.0
37022,9240,"Boyd, Mariana",2,1.885910694,0,1,4.678781729,1.0,1,0,1,0,1,0,0,0,0.0
37026,9241,"Graves, Dante",5,2.104681731,0,1,2.002587613,0.0,0,0,3,0,0,0,1,0,0.0
37030,9242,"Chavez, Lenny",3,1.409311058,0,1,6.702402776,0.0,1,0,2,0,1,0,0,0,0.0
37031,9243,"Manshadi, Ariann",2,2.014120752,0,0,0.0,1.0,0,1691,1,0,0,0,1,0,232.9462072
37038,9244,"al-Kamara, Tareefa",4,1.803832196,0,0,0.0,1.0,1,0,3,0,1,0,0,0,0.0
37039,9245,"Macias, Anisa",1,1.380138705,1,0,0.0,0.0,1,1692,1,0,1,0,0,0,728.2985332
37046,9246,"Cheng, Ashley",5,2.837112884,0,0,0.0,1.0,1,0,3,0,1,0,0,0,0.0
37050,9247,"Saptarshi, Ivy",2,2.138008058,0,0,0.0,1.0,1,0,1,1,0,1,0,0,0.0
37054,9248,"Creed, Evan",2,2.038096534,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
37058,9249,"el-Popal, Sabreen",3,2.306071932,0,1,2.829587471,1.0,1,0,2,0,0,0,0,1,0.0
37062,9250,"Bruce, Alex",3,2.674771429,0,0,0.0,1.0,1,0,2,1,1,0,0,0,0.0
37066,9251,"Chavez, Jose",3,2.713863335,0,1,4.266897822,0.0,1,0,2,0,0,0,1,0,0.0
37070,9252,"Marshall, Aaron",1,2.664644538,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
37074,9253,"Neubert, Katrina",4,1.732763873,0,0,0.0,,0,0,3,0,1,0,0,0,0.0
37078,9254,"Charlie, Brooklyn",4,0.778789786,0,0,0.0,1.0,1,0,3,0,1,0,0,0,0.0
37082,9255,"Patterson, Lynsae",3,3.029054638,0,0,0.0,1.0,0,0,2,0,0,1,0,0,0.0
37083,9256,"al-Musa, Humaina",2,2.893732791,1,0,0.0,1.0,0,1694,1,0,0,0,0,1,640.9953815
37090,9257,"al-Laham, Mansoor",3,2.800325392,0,0,0.0,0.0,1,0,2,0,0,0,0,1,0.0
37094,9258,"el-Saah, Adeeb",5,1.786252151,1,1,1.263453768,1.0,1,0,3,0,1,0,0,0,0.0
37098,9259,"Bushyhead, Mikaela",1,1.862532594,0,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
37102,9260,"Jalbert, Kyle",3,3.064848725,1,1,13.28925928,0.0,1,0,2,0,0,0,0,1,0.0
37106,9261,"Pullen, Alyssa",2,2.384867475,0,1,3.67297576,,1,0,1,0,0,1,0,0,0.0
37110,9262,"al-Salahuddin, Kaalim",4,2.596150503,1,0,0.0,,0,0,3,0,0,0,1,0,0.0
37111,9263,"Bonilla, Alyssa",1,3.71054923,1,1,8.35446332,0.0,1,1695,1,0,1,0,0,0,2205.590973
37118,9264,"Diaz-Espinoza, Lily",2,1.949918693,0,1,0.991395721,1.0,1,0,1,0,1,0,0,0,0.0
37122,9265,"Ruder, Ashlee",4,2.636643614,0,1,0.147107985,0.0,1,0,3,1,0,0,0,1,0.0
37126,9266,"Moore, Rajae",2,0.536574002,0,1,4.792629339,0.0,0,0,1,0,0,0,0,1,0.0
37130,9267,"Marquez, Ramon",1,0.810563584,1,1,0.512799365,1.0,0,0,1,0,0,0,0,1,0.0
37134,9268,"Mead, Leah",3,2.882916865,0,1,6.269888952,0.0,1,0,2,1,0,1,0,0,0.0
37138,9269,"Womack, Leshemia",1,1.85586794,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
37142,9270,"Lobato, Benigno",4,3.06216736,0,0,0.0,0.0,0,0,3,0,0,1,0,0,0.0
37146,9271,"Her, Jeremy",2,3.261802091,0,1,1.146667304,0.0,1,0,1,0,0,1,0,0,0.0
37150,9272,"el-Radi, Jeelaan",1,3.488823749,1,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
37154,9273,"Martinez, Courtney",3,1.395403865,1,1,0.344405554,1.0,1,0,2,1,0,0,0,1,0.0
37158,9274,"Wimmer, Caitlyn",5,3.081265588,0,0,0.0,0.0,1,0,3,1,0,0,1,0,0.0
37162,9275,"Delahoussaye, Darius",2,1.934929531,1,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
37166,9276,"Malik, Tracey",2,2.943916604,1,0,0.0,1.0,0,0,1,0,0,0,1,0,0.0
37170,9277,"Garcia, Marisha",5,2.38649631,0,0,0.0,0.0,1,0,3,1,1,0,0,0,0.0
37174,9278,"Rodriguez, Philip",3,2.578129868,0,0,0.0,,1,0,2,0,0,1,0,0,0.0
37178,9279,"Atkinson, Kyle",4,0.960451032,0,0,0.0,0.0,1,0,3,0,0,0,1,0,0.0
37182,9280,"Tan, Alec",2,2.692592418,0,1,2.988634869,0.0,1,0,1,0,1,0,0,0,0.0
37186,9281,"Nguyen, Sarahjanae",3,1.89590734,0,1,0.324245837,1.0,1,0,2,1,0,0,1,0,0.0
37190,9282,"Bradley, Ayeisha",2,3.367855111,1,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0
37194,9283,"Tovar, Jorge",1,1.822374512,0,0,0.0,1.0,1,0,1,1,1,0,0,0,0.0
37195,9284,"Pacheco, Brittany",4,1.949766018,0,0,0.0,0.0,1,1698,3,0,0,0,0,1,293.7037229
